EMPLOYER_NAME,SOC_NAME,TOTAL_WORKERS,FULL_TIME_POSITION,PREVAILING_WAGE,WAGE_RATE_OF_PAY_FROM,CASE_STATUS,diff_wage_prevailing
LAW OFFICE OF PAUL A HAMPEL,COMPUTER OCCUPATION,1,1,94536,94640,DENIED,104
LAW OFFICES OF AMY GHOSH APC,COMPUTER OCCUPATION,1,1,47278.4,52000,DENIED,4721.6
MALEO INFOSYSTEMS LLC,COMPUTER OCCUPATION,1,0,104000,90000,DENIED,14000
NEXT TRUCKING INC,COMPUTER OCCUPATION,1,1,43722,43722,DENIED,0
ONLY IT CONSULTING LLC,COMPUTER OCCUPATION,1,1,62338,60000,DENIED,2338
PEORIA DENTAL CENTER GROUP LLC,COMPUTER OCCUPATION,1,1,43347,43347,DENIED,0
R W HVAC SERVICE INC,COMPUTER OCCUPATION,1,0,46716.8,52000,DENIED,5283.2
RLM PUBLIC RELATIONS INC,COMPUTER OCCUPATION,1,1,31000,31000,DENIED,0
SAHAJ FOODS LLC,COMPUTER OCCUPATION,1,1,94598,96200,DENIED,1602
TAISHAN SPORTS UNITED STATES INC,ENGINEERS,1,1,50211,60000,DENIED,9789
TM BUSINESS SOLUTIONS INC,DOCTORS,1,1,0,26000,DENIED,26000
CTDEV CORP,PUBLIC RELATIONS,5,1,65000,72000,DENIED,7000
HNU SOLAR,EDUCATION,2,1,57741,57741,DENIED,0
LARSEN and TOUBRO INFOTECH LIMITED,DOCTORS,1,1,77314,77244,DENIED,70
MMP OAK TREE LLC,REPORTERS AND CORRESPONDENTS,1,1,60000,60000,DENIED,0
MONITOR GOVERNMENT VENTURE SERVICES LLC,SCIENTIST,1,1,112445,120000,DENIED,7555
ROOMI INC,SCIENTIST,1,1,53165,60000,DENIED,6835
SAISARATH TECHNOLOGIES LLC,SCIENTIST,1,1,65000,65000,DENIED,0
BUSINESS ASSOCIATION OF OVERSEAS VIETNAMESE US BRANCH,SCIENTIST,1,1,69555.2,70720,DENIED,1164.8
ELEANOR H CHEN PC,SCIENTIST,1,1,49733,50000,DENIED,267
HUMPHRIES AND COMPANY,SCIENTIST,1,1,62400,70000,DENIED,7600
MENDEL AND COMPANY CONSTRUCTION,SCIENTIST,1,1,57000,57000,DENIED,0
PINZ CAPITAL MANAGEMENT LP,SCIENTIST,1,1,59500,45000,DENIED,14500
ROBERT BARNES,SCIENTIST,1,1,23649.6,23920,DENIED,270.4
STELA ANGUELOVA,SCIENTIST,1,1,62275.2,44910,DENIED,17365.2
WEST GULF MARITIME ASSOCIATION,SCIENTIST,1,1,62360,40000,DENIED,22360
PRACTICAL KINESIOLOGY COMPANY,SCIENTIST,1,1,51875.2,57200,DENIED,5324.8
AMERICAN CIVILIZATION FOUNDATION,SCIENTIST,1,1,37211.2,31200,DENIED,6011.2
NYC SMALL BUSINESS SOLUTIONS INC,SCIENTIST,1,1,146058,146058,DENIED,0
DIAMOND UNIVERSE LLC,SCIENTIST,1,1,79768,90000,DENIED,10232
ILLINOIS DEPARTMENT OF REVENUE,SCIENTIST,1,1,40452,40452,DENIED,0
KA SAPSOLUTIONS INC,SCIENTIST,5,1,83013,84000,DENIED,987
ABP INTERNATIONAL INC,ANALYSTS,1,1,52021,52021,DENIED,0
ACUPUNCTURE CLINICS OF SEATTLE,ANALYSTS,1,0,45344,45344,DENIED,0
ALISHA ROMEO,ANALYSTS,1,1,24918.4,24960,DENIED,41.6
ALONGE LAW FIRM PLLC,ANALYSTS,1,1,46862,47000,DENIED,138
ALPHA PICTURES INC,ANALYSTS,1,1,43950,43950,DENIED,0
ALPHA PICTURES INC,ANALYSTS,1,1,30597,40000,DENIED,9403
AMSPEC CHEMICAL CORPORATION,ANALYSTS,1,1,31387.2,31200,DENIED,187.2
ARCHITAG LLC,ANALYSTS,1,1,64646,64000,DENIED,646
ASTRABIO INC,ANALYSTS,1,1,54600,60000,DENIED,5400
BIG PICTURE GROUP LLC,FINANCE,1,1,26436.8,27040,DENIED,603.2
BRAZJET EXPRESS INC,COMPUTER OCCUPATION,1,1,48152,52000,DENIED,3848
COMPUNNEL SOFTWARE GROUP INC,COMPUTER OCCUPATION,1,1,48838,50000,DENIED,1162
CYANOGEN INC,COMPUTER OCCUPATION,1,1,102149,102149,DENIED,0
ENSEO INC,COMPUTER OCCUPATION,1,1,98176,80000,DENIED,18176
GRAPNEL TECH SERVICES LLC,COMPUTER OCCUPATION,1,1,80995,81000,DENIED,5
HELPFUL ALLIANCE COMPANY INC,COMPUTER OCCUPATION,3,1,51064,51200,DENIED,136
J and E INVESTMENTS LLC,COMPUTER OCCUPATION,1,1,74422,27352,DENIED,47070
MAS GLOBAL CONSULTING LLC,COMPUTER OCCUPATION,1,1,81078,81078,DENIED,0
MENTOR GRAPHICS CORPORATION,COMPUTER OCCUPATION,50,1,78354,72300,DENIED,6054
MISSISSIPPI STATE UNIVERSITY,COMPUTER OCCUPATION,1,1,39146,47476,DENIED,8330
NATURE OF MARBLE INC,COMPUTER OCCUPATION,1,1,96221,96221,DENIED,0
NEXEN TIRE AMERICA INC,COMPUTER OCCUPATION,1,1,47632,31200,DENIED,16432
NEXUS MEDIA INC,COMPUTER OCCUPATION,1,1,37149,45000,DENIED,7851
PATRIOT MOBILE LLC,COMPUTER OCCUPATION,1,1,49878,60000,DENIED,10122
PRACTICAL KINESIOLOGY COMPANY,COMPUTER OCCUPATION,1,1,47361.6,52000,DENIED,4638.4
SAISARATH TECHNOLOGIES LLC,COMPUTER OCCUPATION,1,1,65000,65000,DENIED,0
SIRRUS SOFTWARE SERVICES INC,EDUCATION,1,1,70000,70000,DENIED,0
SKYLINE COMMUNICATIONS INC,EDUCATION,1,1,55000,55000,DENIED,0
SOUTHWEST SPORT and SPINE CENTER INC,ENGINEERS,1,1,100000,100000,DENIED,0
TOMAR CONSTRUCTION LLC,GRAPHIC DESIGNERS,1,1,47466,47466,DENIED,0
ANDRES DE SANTIAGO,MARKETING,1,1,34195,35000,DENIED,805
ASIA PACIFIC CENTER FOR SECURITY STUDIES,MARKETING,1,1,104820,100501,DENIED,4319
BRANDWOOD GLOBAL INC,MARKETING,1,1,85180,65000,DENIED,20180
BURMA REFUGEE FAMILY NETWORK,MARKETING,1,0,43305.6,56326.4,DENIED,13020.8
CIBER INC,MARKETING,1,1,110365,110000,DENIED,365
ERNST and YOUNG US LLP,MARKETING,1,1,64100,68500,DENIED,4400
FIFE ENTERPRISES,MARKETING,1,1,54704,49000,DENIED,5704
G TEKT NORTH AMERICA CORPORATION,MARKETING,1,1,58950,58926,DENIED,24
HOMELAND SAFETY SYSTEMS INC,MARKETING,1,1,43867,38000,DENIED,5867
ILLINGWORTH AND RODKIN INC,MATHEMATICIANS AND STATISTICIANS,1,1,65915,70200,DENIED,4285
INCOMING STUDIOS LLC,MATHEMATICIANS AND STATISTICIANS,1,1,62795,62795,DENIED,0
KELLEY PETERSON CHIROPRACTIC INC,MATHEMATICIANS AND STATISTICIANS,1,1,39684,39684,DENIED,0
LAPG LLC,MATHEMATICIANS AND STATISTICIANS,1,1,77875.2,51396.8,DENIED,26478.4
LPL FINANCIAL LLC,HEALTHCARE,1,1,96678,96678,DENIED,0
NEUGART USA CORP,HEALTHCARE,1,1,53394,55000,DENIED,1606
NVXL TECHNOLOGY INC,COUNSELORS,2,1,95000,90000,DENIED,5000
OPTIMA BEHAVIORAL CONSULTING LLC,SCIENTIST,1,1,35360,33280,DENIED,2080
PLASMABILITY LLC,SCIENTIST,1,1,85634,100000,DENIED,14366
PROVINZIANO and ASSOCIATES,MULTIMEDIA ARTISTS AND ANIMATORS,1,1,33821,40000,DENIED,6179
ST JUDE CHILDRENS RESEARCH HOSPITAL,MULTIMEDIA ARTISTS AND ANIMATORS,1,1,67808,65163,DENIED,2645
SUPER TECH CONSULTING LLC,MULTIMEDIA ARTISTS AND ANIMATORS,1,1,55661,60000,DENIED,4339
WATERONE,HEALTHCARE,1,1,79000,79000,DENIED,0
WESTLAKE RECORDING STUDIOS,HEALTHCARE,1,1,34840,21840,DENIED,13000
ABC IMAGING OF WASHINGTON INC,HEALTHCARE,1,1,99154,111900,DENIED,12746
ABC IMAGING OF WASHINGTON INC,DOCTORS,1,1,83221,105000,DENIED,21779
ILLINOIS DEPARTMENT OF REVENUE,DOCTORS,1,1,40452,40452,DENIED,0
JINKE USA INC,DOCTORS,1,1,61734.4,61734.4,DENIED,0
PATRICK LONG LAW FIRM PC,LAWYERS AND LEGAL SUPPORT WORKERS,1,1,31345.6,31345.6,DENIED,0
DIASPORA AFRICA FORUM FOUNDATION,LAWYERS AND LEGAL SUPPORT WORKERS,1,1,57408,57500,DENIED,92
EZENIUS INC,LAWYERS AND LEGAL SUPPORT WORKERS,1,1,50357,68000,DENIED,17643
GULF ATLANTIC ASSET MANAGEMENT,FINANCE,1,1,21777.6,24960,DENIED,3182.4
HARRY GEE AND ASSOCIATES PLLC,HEALTHCARE,1,1,71656,71656,DENIED,0
M CAM INTERNATIONAL LLC,WRITERS EDITORS AND AUTHORS,1,1,58074,65000,DENIED,6926
RDD ICF INC,SALES AND RELATED WORKERS,1,1,95659.2,95659,DENIED,0.2
SOUTHWEST TENNESSEE COMMUNITY COLLEGE,SALES AND RELATED WORKERS,1,1,45710,53040,DENIED,7330
WWW REALESTATE INCORPORATED,SCIENTIST,1,1,46113.6,45760,DENIED,353.6
WWW REALESTATE INCORPORATED,SCIENTIST,1,1,85280,87360,DENIED,2080
BELOIT INTERNATIONAL FILM FESTIVAL INC,SCIENTIST,1,1,15080,16640,DENIED,1560
BLUE PRINT INFORMATION STRATEGIES LLC,SCIENTIST,1,0,110219.2,104000,DENIED,6219.2
CAPGEMINI AMERICA INC,SCIENTIST,3,1,79019,70100,DENIED,8919
EROSUN INC,SCIENTIST,1,1,69035,70000,DENIED,965
HNU SOLAR,SCIENTIST,2,1,57741,57741,DENIED,0
PROGRESSIVE INDIVIDUAL RESOURCES II INC,SCIENTIST,1,1,52000,51396.8,DENIED,603.2
FIDESSA CORPORATION,COMPUTER OCCUPATION,1,1,74006,70000,DENIED,4006
MEDLIFE HEALTHCARE INC,MATHEMATICIANS AND STATISTICIANS,1,1,94500,94500,DENIED,0
SKYSOFTECH LLC,MATHEMATICIANS AND STATISTICIANS,1,1,116000,116000,DENIED,0
TANGOCODE INC,MATHEMATICIANS AND STATISTICIANS,1,1,52166,80000,DENIED,27834
INFOCOM LLC,WRITERS EDITORS AND AUTHORS,1,1,85000,68000,DENIED,17000
GALLEGA SYSTEMS INC,ACCOUNTANTS,2,1,55390,56000,DENIED,610
BLACK DIAMOND INVESTMENT GROUP LLC,ANALYSTS,1,1,61277,75000,DENIED,13723
CHARTIQ INC,ANALYSTS,1,1,102565,140000,DENIED,37435
CR GOODMAN ASSOCIATES LLC,ANALYSTS,1,1,54642,60000,DENIED,5358
JPMORGAN CHASE and CO,ANALYSTS,1,1,77210,65000,DENIED,12210
RESERVOIRS ENVIRONMENTAL INC,ANALYSTS,1,1,25605,31200,DENIED,5595
SAISARATH TECHNOLOGIES LLC,ANALYSTS,1,1,60000,60000,DENIED,0
SAISARATH TECHNOLOGIES LLC,ANALYSTS,1,1,65000,60000,DENIED,5000
1A DISTRIBUTION INC,ANALYSTS,1,1,72800,72800,DENIED,0
5SUNS INC,ANALYSTS,2,0,103812.8,104000,DENIED,187.2
CROSSROADS COLLISION REPAIR,COMPUTER OCCUPATION,1,1,24960,24960,DENIED,0
DELOITTE CONSULTING LLP,COMPUTER OCCUPATION,15,1,103917,98000,DENIED,5917
DREAMBIG ACADEMY,COMPUTER OCCUPATION,2,0,92851.2,93600,DENIED,748.8
GRAND ISLAND PUBLIC SCHOOLS,COMPUTER OCCUPATION,1,1,47740,50631,DENIED,2891
IBM CORPORATION,COMPUTER OCCUPATION,1,1,124342,107304,DENIED,17038
JUNIPER GROUP LLC,COMPUTER OCCUPATION,1,1,23108.8,31200,DENIED,8091.2
MICROLOGIC ASSOCIATES LLC,COMPUTER OCCUPATION,1,1,65083.2,65083.2,DENIED,0
OZBNSC LLC,COMPUTER OCCUPATION,1,1,72051,72051,DENIED,0
PLAYMONSTER LLC,COMPUTER OCCUPATION,1,1,87256,84593.6,DENIED,2662.4
JINKE USA INC,FINANCE,1,1,37148.8,41600,DENIED,4451.2
AR DESIGN STUDIO LLC,IT MANAGERS,1,1,40684.8,31200,DENIED,9484.8
MONTEREY PENINSULA UNIFIED SCHOOL DISTRICT,LAWYERS AND LEGAL SUPPORT WORKERS,1,1,83726,83726,DENIED,0
PARIAH FILMWORKS LLC,MANAGERS,1,1,32060,32100,DENIED,40
SRI ERP CONSULTING INC,MANAGERS,1,1,54256,66000,DENIED,11744
FCIP NETWORKS LLC,MARKETING,1,1,86403,95000,DENIED,8597
INMYSHOW USA INC,MARKETING,1,1,28953.6,45760,DENIED,16806.4
QED EMBEDDED LLC,MARKETING,1,1,58115,60000,DENIED,1885
STRUCTUREPOINT LLC,MARKETING,1,1,60694,60000,DENIED,694
TATA CONSULTANCY SERVICES LIMITED,MARKETING,1,1,72000,64501,DENIED,7499
AMERICAN CIVILIZATION FOUNDATION,MARKETING,1,1,37211.2,31200,DENIED,6011.2
AWC SPECIALTY RX CONSULTING LLC,MARKETING,1,1,0,41600,DENIED,41600
BOREHOLE SEISMIC LLC,MARKETING,1,1,83013,83013,DENIED,0
CAPGEMINI AMERICA INC,MARKETING,3,1,42869,66100,DENIED,23231
CARING ANGELS INC,MARKETING,2,1,58198.4,58198.4,DENIED,0
DELOITTE CONSULTING LLP,MARKETING,15,1,90584,83000,DENIED,7584
ELEANOR H CHEN PC,MARKETING,1,1,49733,50000,DENIED,267
IBM CORPORATION,MARKETING,1,1,100942,111924,DENIED,10982
MAGNOLIA SENIOR LIVING LLC,MARKETING,1,1,60000,124800,DENIED,64800
MMP OAK TREE LLC,MARKETING,1,1,60000,60000,DENIED,0
NEXFIL USA INC,MARKETING,1,1,54974,55000,DENIED,26
NEXFIL USA INC,MARKETING,1,1,47278,55000,DENIED,7722
NEXT TRUCKING INC,MARKETING,1,1,43722,43722,DENIED,0
NT BUILDERS LLC,MARKETING,1,1,58157,70000,DENIED,11843
PDM TECH INC,DOCTORS,1,1,43576,42000,DENIED,1576
SARGA SOLUTIONS INC,MATHEMATICIANS AND STATISTICIANS,2,1,62754,65000,DENIED,2246
AUTO BOUTIQUE,MECHANICS,1,1,72100,39520,DENIED,32580
BIG M CONSTRUCTORS INC,HEALTHCARE,1,1,0,45760,DENIED,45760
BRANDWOOD GLOBAL INC,HEALTHCARE,1,1,85180,85185,DENIED,5
ERNST and YOUNG US LLP,COUNSELORS,1,1,54700,75600,DENIED,20900
FLUOR ENTERPRISES INC,ENGINEERS ,1,1,86900,118548,DENIED,31648
MAS GLOBAL CONSULTING LLC,DOCTORS,1,1,91030,91030,DENIED,0
NEXEN TIRE AMERICA INC,DOCTORS,1,1,47632,31200,DENIED,16432
PAMPERO PROPERTIES LLC,ANIMAL HUSBANDARY,1,1,59738,60000,DENIED,262
CURATA INC,COMPUTER OCCUPATION,1,1,97930,110000,DENIED,12070
JAI GANESH INC,COMPUTER OCCUPATION,1,1,43908.8,43908.8,DENIED,0
PAC PROGRAM OF THE BRONX INC,COMPUTER OCCUPATION,1,1,45906,45906,DENIED,0
RAY MOLINA JR,DESIGNERS,1,1,37419,37419,DENIED,0
RDD ICF INC,DESIGNERS,1,1,95659.2,95659,DENIED,0.2
BOREHOLE SEISMIC LLC,COUNSELORS,1,1,78125,80000,DENIED,1875
PIT RIVER TRIBE ROADS DEPARTMENT,COMPUTER OCCUPATION,1,1,76794,78440.87,DENIED,1646.87
DELOITTE CONSULTING LLP,HEALTHCARE,15,1,137821,137821,DENIED,0
PATRIOT MOBILE LLC,DOCTORS,1,1,49878,60000,DENIED,10122
ABERCROMBIE and FITCH MANAGEMENT CO,FINANCE,1,1,88200,88200,DENIED,0
CHARTIQ INC,SCIENTIST,1,1,102565,140000,DENIED,37435
CLERKIN and CLERKIN ARCHITECTS A PROFESSIONAL COPRORATION,SCIENTIST,1,1,46000,52000,DENIED,6000
MAZAYA PRESS USA,PUBLIC RELATIONS,1,1,88992,57600,DENIED,31392
SPEECH GOALS SPEECH THERAPY INC,SCIENTIST,1,1,35817,52000,DENIED,16183
TURNKEY INTERNATIONAL INC,SCIENTIST,1,1,60445,60445,DENIED,0
CUSTOMERTIMES CORP,MATHEMATICIANS AND STATISTICIANS,1,1,72820.8,72820.8,DENIED,0
ACADIANA PEDIATRIC GASTROENTEROLOGY AND HEPATOLOGY ASSOCIATES LLC,ANALYSTS,1,1,70000,70000,DENIED,0
HJS INVESTMENTS LLC,COMPUTER OCCUPATION,2,1,79040,93600,DENIED,14560
INTERMUSEUM CONSERVATION ASSOCIATION,COMPUTER OCCUPATION,1,1,46000,46000,DENIED,0
POLVORA ADVERTISING INC,COMPUTER OCCUPATION,1,1,44950,44950,DENIED,0
SHAWN F HIRMIZ PLLC,EDUCATION,1,0,41080,26000,DENIED,15080
TERADATA OPERATIONS INC,FINANCE,1,1,79800,84753,DENIED,4953
ALLIEDMEDIX RESOURCES INC,SCIENTIST,1,1,65000,65000,DENIED,0
ARUN SHAH and ASSOCIATES,SCIENTIST,1,1,76793.6,79000,DENIED,2206.4
AUTO BOUTIQUE,SCIENTIST,1,1,72100,39520,DENIED,32580
DELL PRODUCTS LP,SCIENTIST,1,1,119288,126000,DENIED,6712
MY BENEFITS LLC,SCIENTIST,1,1,29474,33500,DENIED,4026
STERLING 5 INC,SCIENTIST,1,1,72155,73000,DENIED,845
TATA CONSULTANCY SERVICES LIMITED,SCIENTIST,1,1,94099,85000,DENIED,9099
WATERONE,SCIENTIST,1,1,79800,79000,DENIED,800
ARCH TELECOM,SCIENTIST,1,1,84864,81520,DENIED,3344
CONGRUENT SOLUTIONS INC,SCIENTIST,1,1,85758,88000,DENIED,2242
GOLDMAN SACHS and CO,SCIENTIST,1,1,94947,107800,DENIED,12853
NT BUILDERS LLC,SCIENTIST,1,1,58157,75000,DENIED,16843
OBJECT FRONTIER INC,ACCOUNTANTS,1,1,55390,64000,DENIED,8610
CARING ANGELS INC,ANALYSTS,2,0,58198.4,58198.4,DENIED,0
MS INTEGRATED PSYCHOTHERAPY AND COUNSELING,ANALYSTS,1,1,60000,60000,DENIED,0
UST GLOBAL INC,ANALYSTS,1,1,75941,74300,DENIED,1641
CAPRUS IT INC,COMPUTER OCCUPATION,1,1,101566,101566,DENIED,0
ERNST and YOUNG US LLP,COMPUTER OCCUPATION,1,1,64100,75600,DENIED,11500
LEEMANSON LLC,COMPUTER OCCUPATION,1,0,109241.6,109262.4,DENIED,20.8
RD ARCHITECTURE PLLC,EDUCATION,1,1,53580,58000,DENIED,4420
RD ARCHITECTURE PLLC,EDUCATION,1,1,46150,58000,DENIED,11850
SOUTHWEST TENNESSEE COMMUNITY COLLEGE,ENGINEERS,1,1,45710,53040,DENIED,7330
CRESTTEK LLC,SCIENTIST,1,1,81994,75000,DENIED,6994
DELOITTE TRANSACTIONS AND BUSINESS ANALYTICS LLP,SCIENTIST,15,1,72301,58656,DENIED,13645
ERNST and YOUNG US LLP,SCIENTIST,1,1,98883,115500,DENIED,16617
FUJITSU AMERICA INC,SCIENTIST,15,1,79643,79643,DENIED,0
JUNIPER GROUP LLC,SCIENTIST,1,1,31116.8,31200,DENIED,83.2
MAS GLOBAL CONSULTING LLC,SCIENTIST,1,1,91030,81078,DENIED,9952
MERCATO CINEMA LLC,SCIENTIST,1,1,35589,50000,DENIED,14411
MONTEFIORE MEDICAL CENTER,SCIENTIST,3,1,65252,68000,DENIED,2748
MONTEFIORE MEDICAL CENTER,SCIENTIST,1,1,62410,65700,DENIED,3290
MONTEFIORE MEDICAL CENTER,SCIENTIST,3,1,65252,68000,DENIED,2748
MONTEFIORE MEDICAL CENTER,SCIENTIST,3,1,65252,68000,DENIED,2748
PROGRESSIVE INDIVIDUAL RESOURCES II INC,SCIENTIST,1,1,59384,51396.8,DENIED,7987.2
TM BUSINESS SOLUTIONS INC,SCIENTIST,1,1,27560,26000,DENIED,1560
UNITED IT SOLUTIONS INC,SCIENTIST,1,1,62754,62754,DENIED,0
VARGAS IMMIGRATION ATTORNEYS PLLC,SCIENTIST,1,1,68349,69000,DENIED,651
WEST GULF MARITIME ASSOCIATION,SCIENTIST,1,1,40165,40000,DENIED,165
ASF PHARMACY INC,HEALTHCARE,1,1,37000,37000,DENIED,0
ATKINS NORTH AMERICA INC,COUNSELORS,1,1,67700,67700,DENIED,0
AWC SPECIALTY RX CONSULTING LLC,ENGINEERS ,1,1,42660.8,41600,DENIED,1060.8
BANKERS FINANCIAL CORPORATION,HEALTHCARE,1,1,90813,80080,DENIED,10733
BIG M CONSTRUCTORS INC,HEALTHCARE,1,1,31595.2,45760,DENIED,14164.8
BRADFORD EMERY DCQME,DOCTORS,1,1,54475.2,54475.2,DENIED,0
EBAY INC,OFFICE CLERKS,1,1,107348,105500,DENIED,1848
ERNST and YOUNG US LLP,DOCTORS,1,1,70500,92758,DENIED,22258
GOOGLE INC,HEALTHCARE,1,1,106623,120000,DENIED,13377
GUARDIAN ALARM OF FLORIDA LLC,EDUCATION,1,1,31200,33800,DENIED,2600
HAJ MEDICAL SERVICES INC,EDUCATION,1,1,97760,99840,DENIED,2080
INSTITUTE OF GAS TECHNOLOGY,EDUCATION,1,1,105331,124500,DENIED,19169
MMC GROUP LP,SCIENTIST,1,1,36524.8,32240,DENIED,4284.8
NAN INC,SCIENTIST,1,1,68973,65000,DENIED,3973
NETLOGIC SOLUTIONS INC,SCIENTIST,1,1,78832,79000,DENIED,168
OSF SAINT FRANCIS MEDICAL CENTER,SCIENTIST,1,1,59419,57862,DENIED,1557
PARIAH FILMWORKS LLC,PUBLIC RELATIONS,1,1,32060,32100,DENIED,40
SUMTOTAL SYSTEMS LLC,PUBLIC RELATIONS,1,1,56200,61800,DENIED,5600
AECOM TECHNICAL SERVICES INC,EDUCATION,1,1,59883,64396.8,DENIED,4513.8
BIGBI SOLUTIONS,MECHANICS,1,1,67080,75000,DENIED,7920
NICOPURE LABS LLC,SCIENTIST,1,1,80000,77938,DENIED,2062
VECTRATEK SOLUTIONS,SCIENTIST,1,1,72218,72600,DENIED,382
D17 CAPITAL LTD,MATHEMATICIANS AND STATISTICIANS,2,1,47860.8,20800,DENIED,27060.8
RELIANCE GLOBAL SERVICES INC,ANALYSTS,1,1,90813,90000,DENIED,813
AUTODOC GARAGE LLC,MATHEMATICIANS AND STATISTICIANS,1,1,67642,67642,DENIED,0
COMPUTER GLOBAL SOLUTIONS INC,MATHEMATICIANS AND STATISTICIANS,1,1,77771,70000,DENIED,7771
DOTERRA INTERNATIONAL LLC,ENGINEERS ,1,1,103813,103000,DENIED,813
ENRITE SOLUTIONS INC,HEALTHCARE,1,1,65000,65000,DENIED,0
EVERSIGHT,ENGINEERS ,1,1,79456,79500,DENIED,44
GLOBAL APPS INC,MULTIMEDIA ARTISTS AND ANIMATORS,1,1,83158.4,82000,DENIED,1158.4
ILLINGWORTH and RODKIN INC,DOCTORS,1,1,65915,65915,DENIED,0
KNOWLEDGE RESOURCES GROUP INC,DOCTORS,1,1,46150,44000,DENIED,2150
PRIMESOFT INC,EDUCATION,1,1,77272,85000,DENIED,7728
SKML LLC,SCIENTIST,1,1,73944,73944,DENIED,0
STERLING 5 INC,SCIENTIST,1,1,75504,76000,DENIED,496
UNIVERSITY OF CALIFORNIA AT SANTA BARBARA,SCIENTIST,1,0,67600,67600,DENIED,0
UNIVERSITY OF CALIFORNIA AT SANTA BARBARA,EDUCATION,1,0,67600,67600,DENIED,0
BandR CONSTRUCTION SERVICES LLC,EDUCATION,1,1,17555.2,60000,DENIED,42444.8
PAYPAL INC,PUBLIC RELATIONS,1,1,123030,116850,DENIED,6180
AR SYSTEMS INC,SCIENTIST,1,1,64813,64813,DENIED,0
KEESUN TRADING LLC,SCIENTIST,1,1,50000,60000,DENIED,10000
MICRONESIA RESORT INC,SCIENTIST,1,1,47257.6,33342.4,DENIED,13915.2
NATIONAL OILWELL VARCO LP,SCIENTIST,1,1,85862,105000,DENIED,19138
SOFTWARE PROFESSIONALS INC,SCIENTIST,1,1,46301,46301,DENIED,0
AUDITRAX LLC,BUSINESS OPERATIONS SPECIALIST,1,1,58323.2,58323.2,DENIED,0
DESIFLORA LLC,COMPUTER OCCUPATION,1,0,74380.8,74380.8,DENIED,0
MARKLEY BOSTON LLC,COMPUTER OCCUPATION,1,1,62837,70000,DENIED,7163
ACER CLOUD TECHNOLOGY US INC,SCIENTIST,1,1,88541,90000,DENIED,1459
BARCLAYS SERVICES CORP,SCIENTIST,1,1,84864,84000,DENIED,864
BRILLIO LLC,SCIENTIST,1,1,66518,75000,DENIED,8482
COMMUNICATIONS MEDIA ADVISORS LLC,SCIENTIST,1,1,92019,92019,DENIED,0
EPAM SYSTEMS INC,SCIENTIST,1,1,66518,65000,DENIED,1518
INNER VIEW INC,SCIENTIST,1,1,39957,52000,DENIED,12043
LHP SOFTWARE LLC,SCIENTIST,1,1,74734,87560,DENIED,12826
MACYS SYSTEMS AND TECHNOLOGY INC,SCIENTIST,1,1,107973,120000,DENIED,12027
MAVEN INC,SCIENTIST,1,1,90646,91000,DENIED,354
MMC GROUP LP,SCIENTIST,1,1,36524.8,36524.8,DENIED,0
MORGAN STANLEY SMITH BARNEY LLC,SCIENTIST,1,1,71567,82100,DENIED,10533
OSF SAINT FRANCIS MEDICAL CENTER,SCIENTIST,1,1,56678,55016,DENIED,1662
TERA TECHNOLOGIES INC,SCIENTIST,1,1,81016,90000,DENIED,8984
JONES LANG LASALLE AMERICAS INC,WRITERS EDITORS AND AUTHORS,1,1,78700,86870,DENIED,8170
SMR AUTOMOTIVE SYSTEMS USA INC,ACCOUNTANTS,1,1,80850,80851,DENIED,1
BOWDEN ENTERPRISES,COMPUTER OCCUPATION,1,1,25480,24960,DENIED,520
INTEL CORPORATION,COMPUTER OCCUPATION,1,1,96234,96234,DENIED,0
MACYS SYSTEMS AND TECHNOLOGY INC,COMPUTER OCCUPATION,1,1,104770,124000,DENIED,19230
TECA PRINT USA,ENGINEERS,1,1,55515,55515,DENIED,0
BOP LLC,MECHANICS,1,1,56971,97000,DENIED,40029
EMERALD EQUIPMENT SYSTEMS INC,REPORTERS AND CORRESPONDENTS,1,1,78957,80000,DENIED,1043
ESYSTEMS INC,SCIENTIST,1,1,44013,60000,DENIED,15987
IBM INDIA PRIVATE LIMITED,SCIENTIST,1,1,84864,84844,DENIED,20
INDEED INC,SCIENTIST,1,1,84531,84531,DENIED,0
MICHAEL J PANGIA PC,SCIENTIST,1,1,44428.8,45760,DENIED,1331.2
MOUNT SINAI HOSPITAL,SCIENTIST,1,1,90813,82640,DENIED,8173
UST GLOBAL INC,SCIENTIST,1,1,67642,67642,DENIED,0
CAPGEMINI AMERICA INC,SCIENTIST,3,1,96013,94700,DENIED,1313
MS INTEGRATED PSYCHOTHERAPY AND COUNSELING,SCIENTIST,1,1,65000,65000,DENIED,0
TRUE VALUE COMPANY,WRITERS EDITORS AND AUTHORS,1,1,106630.83,88234,DENIED,18396.83
WESTERN WASHINGTON CORPORATION OF SEVENTH DAY ADVENTISTS,MANAGERS,1,1,34263,56000,DENIED,21737
ACXIOM CORPORATION,HEALTHCARE,1,1,88076,88067,DENIED,9
CAPGEMINI AMERICA INC,HEALTHCARE,3,1,96013,94700,DENIED,1313
FLAVOR CATERING and EVENT DESIGN INC,PUBLIC RELATIONS,10,1,35360,35360,DENIED,0
GEISINGER MEDICAL CENTER,REAL ESTATE,1,1,57930,59573,DENIED,1643
GROUP HEALTH PLAN INC,REAL ESTATE,1,1,108264,95360,DENIED,12904
